"Item Name";"Region";"Lore";"DescriptionLore";"ImageURL"
"Edge of Night";"Noxus";"Favored by assassins and spies, its veil of darkness aids those who prefer to strike from the shadows, concealing their intentions.";"This cloak grants advantage on Dexterity (Stealth) checks made to hide in dim light or darkness. As an action, you can pull the hood of the cloak over your head, creating a magical barrier that lasts until the start of your next turn. The barrier blocks the first instance of damage from a single attack or harmful spell that targets you. If the barrier absorbs any damage, the cloak's magic is expended, and it cannot be used again until the next dawn.";"https://wiki.leagueoflegends.com/en-us/images/Edge_of_Night_item.png"
"Experimental Hexplate";"Noxus";"Associated with Viktor's experiments and the Glorious Evolution. Could be a prototype created for the Mechanized Infantry.";"While wearing this armor, your Strength score becomes 20 unless it is already higher. The armor has 6 charges. When you hit a creature with a melee weapon attack, you can expend 1 charge to deal an extra 2d6 force damage to the target. The armor regains 1d6 expended charges daily at dawn. If the armor is reduced to 0 charges, roll a d20. On a 1, the hexplate malfunctions and becomes nonmagical.";"https://wiki.leagueoflegends.com/en-us/images/Experimental_Hexplate_item.png"
"Force of Nature";"Freljord";"Said to be blessed by ancient spirits of the Freljord, the Force of Nature resonates with the land's raw, untamed power.";"You gain resistance to cold, lightning, and thunder damage. Additionally, as a bonus action, you can activate the Force of Nature, gaining a +30 feet bonus to your speed and the ability to move through other creatures and objects as if they were difficult terrain. If you end your turn inside an object, you are immediately shunted to the nearest unoccupied space that you can occupy and take force damage equal to twice the number of feet you moved through the object. This effect lasts for 1 minute. Once used, this bonus action cannot be used again until the next dawn.";"https://wiki.leagueoflegends.com/en-us/images/Force_of_Nature_item.png"
"Guardian Angel";"Demacia";"Forged by Demacian artisans, rumored to contain a captured spirit, offering protection to its wearer in times of dire need.";"When you drop to 0 hit points, you regain hit points equal to half your hit point maximum and are cured of any exhaustion. In addition, hostile creatures within 30 feet of you must succeed on a DC 15 Wisdom saving throw or become frightened of you for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. Once used, this property of the armor cannot be used again until the next dawn.";"https://wiki.leagueoflegends.com/en-us/images/Guardian_Angel_item.png"
"Heartsteel";"Freljord";"Forged in the icy heart of the Freljord, rumored to be linked with ancient Frostguard rituals and imbued with the strength of long-forgotten ice giants.";"While wearing this amulet, your Constitution score increases by 4, to a maximum of 24. Additionally, you gain resistance to cold damage. As an action, you can tap into the amulet's power, granting yourself temporary hit points equal to your level + your Constitution modifier (minimum of 1 temporary hit point). You can't use this feature again until you finish a long rest.";"https://wiki.leagueoflegends.com/en-us/images/Heartsteel_item.png"
"Hollow Radiance";"Shadow Isles";"Whispers say it resonates with ruined souls, offering warmth, yet promising oblivion. A twisted beacon in the mist.";"This lantern sheds dim light in a 15-foot radius. Undead creatures within the light have disadvantage on attack rolls and saving throws against your spells and abilities. As an action, you can intensify the light, increasing the radius to 30 feet and causing all undead creatures within to take 2d6 radiant damage. You can use this feature a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest. However, each time you intensify the light, you must succeed on a DC 15 Wisdom saving throw or gain one level of exhaustion.";"https://wiki.leagueoflegends.com/en-us/images/Hollow_Radiance_item.png"
"Hubris";"Noxus";"A monument to pride, perhaps tied to the Immortal Bastion. Champions who gain power through notoriety or conquest might be drawn to it.";"While wearing this ornate crown, you gain advantage on Charisma (Intimidation) checks. Whenever you reduce a hostile creature to 0 hit points, you gain temporary hit points equal to your Charisma modifier (minimum of 1). These temporary hit points stack, but the total number of temporary hit points you can have from this crown can't exceed your level. In addition, you can cast the spell 'Command' once per long rest, requiring no components.";"https://wiki.leagueoflegends.com/en-us/images/Hubris_item.png"
"Iceborn Gauntlet";"Freljord";"Favored by frost mages and warriors, the Iceborn Gauntlet channels the chill of the Freljord, offering protection and control over the battlefield.";"While wearing this gauntlet, you gain resistance to cold damage. As an action, you can slam the gauntlet into the ground, creating a burst of magical ice. Each creature within 15 feet of you must succeed on a DC 15 Constitution saving throw or have their speed reduced by half until the end of your next turn. Additionally, on a hit with a melee weapon attack, you can choose to deal an extra 2d6 cold damage and reduce the target's speed by 10 feet until the end of your next turn.";"https://wiki.leagueoflegends.com/en-us/images/Iceborn_Gauntlet_item.png"
"Imperial Mandate";"Noxus";"Favored by warlords, it amplifies damage when allies strike those you've impaired, reflecting Noxian ambition and brutal efficiency.";"While wearing this item, once per turn when you inflict the restrained, stunned, or incapacitated condition on a creature, the next ally to hit that creature with an attack deals an extra 4d6 damage of the same type as the original attack. Additionally, you and allies within 30 feet of you gain advantage on intimidation checks.";"https://wiki.leagueoflegends.com/en-us/images/Imperial_Mandate_item.png"
"Jak'Sho, The Protean";"Shurima";"Forged in a lost age of Shurima, it whispers of resisting the Void and adapting to any threat. Perhaps tied to the Ascended.";"While attuned to this item, at the end of each long rest, choose one damage type. You gain resistance to that damage type until your next long rest. As a reaction when you take damage, you can expend a hit die to gain temporary hit points equal to twice the result of the die roll. These temporary hit points last for 1 minute.";"https://wiki.leagueoflegends.com/en-us/images/Jak%27Sho%2C_The_Protean_item.png"
"Knight's Vow";"Demacia";"Knights Vow is tied to Demacia's ideals of protection and sacrifice, embodying the unwavering loyalty of its warriors, perhaps Garen or Jarvan IV.";"While wearing this armor, when a creature within 30 feet of you takes damage, you can use your reaction to interpose yourself, taking the damage instead. This damage cannot be reduced in any way. You must be able to see the creature taking damage. Additionally, while wearing this armor, you have advantage on saving throws against being charmed or frightened.";"https://wiki.leagueoflegends.com/en-us/images/Knight%27s_Vow_item.png"
"Liandry's Torment";"Shadow Isles";"Associated with the Black Mist and the Ruination, embodying lingering torment and agony.";"This dark amulet pulses with malevolent energy. Once per day, as an action, you can curse a creature within 60 feet that you can see. For the next minute, any fire damage or necrotic damage dealt by you to the cursed creature ignores resistance to that damage type, and treats immunity as resistance. Additionally, at the start of each of its turns, the cursed creature takes 2d6 necrotic damage. A creature can only be affected by one instance of this curse at a time.";"https://wiki.leagueoflegends.com/en-us/images/Liandry%27s_Torment_item.png"
"Locket of the Iron Solari";"Targon";"Forged with celestial power on Mount Targon, it resonates with the strength of the sun and protects against the encroaching darkness.";"This radiant locket, blessed by the sun, radiates an aura of protection. As an action, you can expend 3 of its charges to grant yourself and all allies within 30 feet temporary hit points equal to your level + your Charisma modifier (minimum of 1). Additionally, while wearing the locket, you and allies within 10 feet have advantage on saving throws against being frightened. The locket has 7 charges, and regains 1d6+1 expended charges daily at dawn.";"https://wiki.leagueoflegends.com/en-us/images/Locket_of_the_Iron_Solari_item.png"
