Item Name;Region;Lore;DescriptionGame;DescriptionLore2;ImageURL;DescriptionLore;;;;;
Recurve Bow;ionia;Favored by Ionian archers, enhancing precision and speed. Often used in the defense of sacred groves against Noxian invaders.;Grants attack speed.;Ranged attacks deal +1 damage, and you may fire one additional arrow each round. Requires proficiency with bows. Crafted from enchanted wood.;https://wiki.leagueoflegends.com/en-us/images/Recurve_Bow_item.png;This masterwork recurve bow, crafted with techniques known only in Ionia, grants a +1 bonus to attack and damage rolls made with it. In addition, when you nock an arrow as part of the Attack action, your movement speed increases by 10 feet until the end of your turn.;;;;;
Scout's Slingshot;demacia;Commonly used by Demacian scouts, these slingshots are known for their accuracy and reliability in the field. Encourages youthful courage.;Damages a champion from range and grants a small burst of movement speed.;Once per day, hurl a stone with unnatural accuracy. If it hits, briefly gain +2 to your next Agility check to escape or pursue.;https://wiki.leagueoflegends.com/en-us/images/Scout%27s_Slingshot_item.png;This simple slingshot, commonly used by Demacian scouts, grants its wielder advantage on Wisdom (Survival) checks made to track creatures in wilderness environments. In addition, once per day, when you use this slingshot to make an attack, you can reroll the attack roll.;;;;;
Serrated Dirk;noxus;Favored by Noxian assassins and spies, the Serrated Dirk is a tool of treachery and swift, silent kills. Often associated with the Black Rose.;Grants Lethality (armor penetration) and bonus attack damage.;Creature struck must save versus Death or suffer -1 to AC for 1d4 turns. On a hit, next attack roll against target gains +2.;https://wiki.leagueoflegends.com/en-us/images/Serrated_Dirk_item.png;This wicked-looking dagger is a +1 dagger that deals an additional 1d4 poison damage on a hit. Once per day, when you hit a creature with this dagger, you can choose to inflict a wound that bleeds for 1d4 slashing damage at the start of each of its turns. The creature can use an action to staunch the bleeding.;;;;;
Sheen;demacia;Forged in Demacia, Sheen is rumored to be imbued with the strength of petricite, briefly amplifying the wielder's power after spellcasting.;After using an ability, the next attack deals bonus magic damage.;"Upon casting a spell, your next successful hit gains +1 to hit and deals +1d6 elemental damage. Effect fades quickly; use or lose.";https://wiki.leagueoflegends.com/en-us/images/Sheen_item.png;This powerful artifact, when held, allows you to channel residual spell energy into your next strike. Immediately after you cast a spell, the next weapon attack you make within 10 seconds deals an extra 2d8 force damage. This effect can only occur once per round.;;;;;
Steel Sigil;demacia;Forged in Demacia, the sigil represents unbreakable resolve, and defense against magic. It may be tied to the Petricite forests.;Provides armor and magic resist, enhancing survivability against physical and magical damage.;Wearer gains +1 to AC against mundane attacks and advantage on saves versus spells. Furthermore, the sigil negates the first magical attack each day. The sigil crumbles after negating 3 magical attacks.;https://wiki.leagueoflegends.com/en-us/images/Steel_Sigil_item.png;While holding this sigil, you have advantage on saving throws against spells and other magical effects. Additionally, you gain resistance to bludgeoning, piercing, and slashing damage from nonmagical weapons that are not made of adamantine.;;;;;
Tiamat;noxus;Forged in Noxus, Tiamat whispers promises of destruction, rumored to amplify the bloodlust of its wielder, pushing them towards brutal, overwhelming force.;Deals area of effect damage around the wielder on each attack, amplifying the damage dealt.;Upon a hit, unleash a shockwave (3d6 damage) to all within 5'. Save vs. STR to halve. Continued use corrupts, causing savage urges. On a failed WIS save, attack nearest ally.;https://wiki.leagueoflegends.com/en-us/images/Tiamat_item.png;This fearsome weapon amplifies the wielder's destructive potential. On a hit, you can choose to deal an extra 3d6 necrotic damage. If you do so, you must succeed on a DC 15 Wisdom saving throw or be afflicted with short-term madness, as detailed in the Dungeon Master's Guide.;;;;;
Vampiric Scepter;noxus;Favored by Noxian gladiators, the scepter draws strength from struck foes, embodying the empire's brutal and opportunistic nature.;Grants lifesteal, restoring health based on damage dealt to enemies.;Drain 8 hit points from a foe when you hit them with a melee attack. These hit points are added to yours, not exceeding your maximum.;https://wiki.leagueoflegends.com/en-us/images/Vampiric_Scepter_item.png;This scepter, when wielded, grants you a +2 bonus to attack and damage rolls made with it. Once per turn when you hit a creature with this magic scepter, you regain a number of hit points equal to the damage dealt. Additionally, for 1 minute after reducing a creature to 0 hit points with this scepter, you gain temporary hit points equal to your level.;;;;;
Warden's Mail;demacia;Favored by Demacian sentinels. It is said to be blessed by the Mountain King to make the wearer immovable.;Reduces damage from basic attacks and reduces the attacker's attack speed.;Wearer takes -1 damage from bludgeoning attacks. Foes suffer -2 on attack rolls after striking the wearer for one round.;https://wiki.leagueoflegends.com/en-us/images/Warden%27s_Mail_item.png;While wearing this armor, you gain a +1 bonus to AC. In addition, as a reaction when a creature you can see within 30 feet of you is forced to move, you can choose to anchor them in place. The creature must succeed on a DC 15 Strength saving throw or have its speed reduced to 0 until the end of its turn. You can use this ability three times, and you regain all expended uses when you finish a long rest.;;;;;
Winged Moonplate;targon;Favored by Lunari warriors. Provides speed and resilience.;Provides bonus movement speed and health.;Grants +1 to Move Silently in moonlight. Once per day, add +1 to AC vs. ranged attacks if under the open sky.;https://wiki.leagueoflegends.com/en-us/images/Winged_Moonplate_item.png;While wearing this armor, your walking speed increases by 15 feet. Additionally, as a bonus action, you can activate the armor's wings, granting you a flying speed of 30 feet for 1 minute. Once you use this bonus action, you can't use it again until you finish a short or long rest. Finally, while wearing this armor you have advantage on saving throws against being charmed or frightened.;;;;;
Abyssal Mask;freljord;Whispers say it was forged in the Freljord's coldest depths, resonating with ancient watchers and forgotten ice magic.;Reduces magic resist of nearby enemies and increases magic damage dealt.;Creatures within 20' suffer -2 to saves vs. magic. The wearer's spells inflict +1 damage per die rolled. A chilling aura permeates the area.;https://wiki.leagueoflegends.com/en-us/images/Abyssal_Mask_item.png;While wearing this mask, you have resistance to cold damage. Additionally, enemies within 30 feet of you have disadvantage on saving throws against spells and magical effects that deal cold damage. Once per day, as an action, you can unleash a wave of bitter cold. Each creature within 30 feet of you must make a DC 15 Constitution saving throw, taking 8d6 cold damage on a failed save, or half as much damage on a successful one. Creatures made of water have disadvantage on this saving throw.;;;;;
Ardent Censer;targon;Favored by support champions, particularly those who can heal or shield allies, implying a connection to celestial beings or protectors.;Heals and shields on allies grant them increased attack speed and on-hit damage for a short duration.;Upon shielding an ally, their attacks land with supernatural speed, dealing +1 damage. If target is undead, inflict +1d4 radiant damage. User may suffer temporary blindness after use (1 in 6 chance).;https://wiki.leagueoflegends.com/en-us/images/Ardent_Censer_item.png;While holding this censer, whenever you cast a spell that heals or grants temporary hit points to an ally, that ally's weapons become wreathed in celestial fire for 1 minute. For the duration, the ally deals an extra 1d4 radiant damage with weapon attacks and gains advantage on concentration saving throws. This effect can only be active on a number of creatures equal to your proficiency bonus at a time.;;;;;
Banshee's Veil;shadow isles;Associated with the Black Mist and protective enchantments used to ward against its influence.;Grants a spell shield that blocks the next enemy ability.;Blocks one hostile spell. Duration until triggered. Save versus magic each dawn or the veil fades, losing its effect. If the spell would cause permanent damage, the Veil is destroyed.;https://wiki.leagueoflegends.com/en-us/images/Banshee%27s_Veil_item.png;While wearing this veil, you are immune to the frightened condition. Additionally, the veil begins each day with 3 charges. Whenever you are targeted by a spell or other magical effect, the veil expends one charge and the effect is nullified. If the effect requires a saving throw, you automatically succeed instead. Once all charges are expended, the veil becomes non-magical until the next dawn, at which point it regains 3 charges.;;;;;
